,name,objid,date,ra,dec,dist,type,subtype,mapp,mabs,importance
101,SL-16 R/B,1995-058B,1995-01-01,193.81228614093015,-0.2127929247706777,4.833524635515132e-05,Satellite,visual,25.0,25.0,0
102,COSMOS 2251 DEB,1993-036FE,1993-01-01,22.786593265206374,0.46550196478444983,4.771342379737795e-05,Satellite,debris,25.0,25.0,0
102,FENGYUN 1C DEB,1999-025FK,1999-01-01,33.42626147646842,0.9392856013388223,4.6565586878393206e-05,Satellite,debris,25.0,25.0,0
102,IRIDIUM 33 DEB,1997-051HJ,1997-01-01,318.87338316189084,-1.039276202691148,4.692341100548855e-05,Satellite,debris,25.0,25.0,0
102,SL-16 R/B,1996-051B,1996-01-01,65.36568323882442,1.080407360767443,4.828125353896352e-05,Satellite,visual,25.0,25.0,0
102,UCLSAT,2017-036A,2017-01-01,353.1367701185015,-0.2619315236687403,4.592502859254075e-05,Satellite,cubesat,25.0,25.0,0
102,YAOGAN 27,2015-040A,2015-01-01,127.34868832824411,1.4287346180221743,5.0682129640762976e-05,Satellite,monitoring,25.0,25.0,0
103,APSTAR 5 (TELSTAR 18),2004-024A,2004-01-01,281.6422423004722,-0.0010972176624970882,0.0002818433653205099,Satellite,communication,25.0,25.0,0
103,COSMOS 2251 DEB,1993-036FF,1993-01-01,119.29666462970658,1.1777710606168073,4.846468497951528e-05,Satellite,debris,25.0,25.0,0
103,FENGYUN 1C DEB,1999-025FL,1999-01-01,109.89318920914451,1.6282911721146405,4.766896211107114e-05,Satellite,debris,25.0,25.0,0
103,IRIDIUM 33 DEB,1997-051HK,1997-01-01,32.113564215633055,0.739714019472096,4.694711758663417e-05,Satellite,debris,25.0,25.0,0
103,LAPAN-A2,2015-052B,2015-01-01,313.3187940492325,-0.08169965065024945,4.6878924555662614e-05,Satellite,monitoring,25.0,25.0,0
103,LITUANICASAT-2,2017-036D,2017-01-01,343.49917752214867,-0.5395981719064937,4.5923092786478296e-05,Satellite,cubesat,25.0,25.0,0
103,ORBVIEW 2 (SEASTAR),1997-037A,1997-01-01,222.82201087628692,-1.1051276001769041,4.786401224923479e-05,Satellite,visual,25.0,25.0,0
104,AALTO-1,2017-036L,2017-01-01,150.90105322017644,0.8781568697980446,4.6067400375513414e-05,Satellite,cubesat,25.0,25.0,0
104,ANIK F2,2004-027A,2004-01-01,271.57608369364624,-0.0003420817471068549,0.0002818547899060447,Satellite,communication,25.0,25.0,0
104,COSMOS 2251 DEB,1993-036FG,1993-01-01,123.14380175982629,1.0837952168593625,4.775119866406082e-05,Satellite,debris,25.0,25.0,0
104,FENGYUN 1C DEB,1999-025FN,1999-01-01,334.2531203054545,-0.794388370444563,4.6294758263950084e-05,Satellite,debris,25.0,25.0,0
104,IRIDIUM 33 DEB,1997-051HM,1997-01-01,185.8386231402694,-0.08559322310531087,4.695550321778464e-05,Satellite,debris,25.0,25.0,0
104,SL-16 R/B,1998-043G,1998-01-01,30.482662499551687,0.7055015852003866,4.7990222435700785e-05,Satellite,visual,25.0,25.0,0
104,YAOGAN 28,2015-064A,2015-01-01,147.6258365808713,0.9882023146416058,4.5857327386555506e-05,Satellite,monitoring,25.0,25.0,0
105,AMC-15,2004-041A,2004-01-01,123.11911383087026,0.0008773186976210054,0.000281890249855695,Satellite,communication,25.0,25.0,0
105,COSMOS 2251 DEB,1993-036FJ,1993-01-01,240.7160186357669,-1.1171153753269598,4.922998779711951e-05,Satellite,debris,25.0,25.0,0
105,FENGYUN 1C DEB,1999-025FP,1999-01-01,84.97315068165764,1.7077954011008474,4.7806342428966824e-05,Satellite,debris,25.0,25.0,0
105,IRIDIUM 33 DEB,1997-051HN,1997-01-01,19.24801319153207,0.42208555940863857,4.7613893603375384e-05,Satellite,debris,25.0,25.0,0
105,SL-16 R/B,1998-045B,1998-01-01,95.33516203932287,1.2390651260585908,4.8246528027699214e-05,Satellite,visual,25.0,25.0,0
105,URSA MAIOR,2017-036M,2017-01-01,105.8307241499867,1.650995644374419,4.601956512456615e-05,Satellite,cubesat,25.0,25.0,0
105,YAOGAN 29,2015-069A,2015-01-01,234.0083956312697,-1.3715805477218905,4.6838269844549064e-05,Satellite,monitoring,25.0,25.0,0
106,AMC-16,2004-048A,2004-01-01,219.13193390793032,-0.00047979050937339054,0.00028191915665702887,Satellite,communication,25.0,25.0,0
106,COMPASS 2,2017-036N,2017-01-01,182.77733721391502,-0.023231552464359442,4.605774376115186e-05,Satellite,cubesat,25.0,25.0,0
106,COSMOS 2251 DEB,1993-036FP,1993-01-01,292.5069001753818,-1.195118564873025,4.7508231570785517e-05,Satellite,debris,25.0,25.0,0
106,FENGYUN 1C DEB,1999-025FQ,1999-01-01,17.005072374567412,0.45376536200667106,4.73996568135299e-05,Satellite,debris,25.0,25.0,0
106,IRIDIUM 33 DEB,1997-051HP,1997-01-01,289.5701391790681,-1.4457126710881185,4.729143564226731e-05,Satellite,debris,25.0,25.0,0
106,ISS (ZARYA),1998-067A,1998-01-01,85.6263875527598,0.891545646789108,4.5337520507732744e-05,Satellite,visual,25.0,25.0,1
106,KENT RIDGE 1,2015-077B,2015-01-01,308.7390755489404,-0.2116292036931089,4.621428919058766e-05,Satellite,monitoring,25.0,25.0,0
107,COSMOS 2251 DEB,1993-036FQ,1993-01-01,344.0113085865228,-0.3662750862770461,4.644905121709587e-05,Satellite,debris,25.0,25.0,0
107,DIAMOND RED,2017-036U,2017-01-01,23.85789746338996,0.6331418779048761,4.593145994850753e-05,Satellite,cubesat,25.0,25.0,0
107,FENGYUN 1C DEB,1999-025FR,1999-01-01,8.932028629421067,0.15461609929458875,4.75729048885158e-05,Satellite,debris,25.0,25.0,0
107,IRIDIUM 33 DEB,1997-051HR,1997-01-01,331.0709176592818,-0.792249302311372,4.735869668496672e-05,Satellite,debris,25.0,25.0,0
107,NSS-10 (AMC-12),2005-003A,2005-01-01,35.851074867151524,0.00011812790226350077,0.0002817867692936607,Satellite,communication,25.0,25.0,0
107,SL-8 R/B,1999-022C,1999-01-01,26.239051443717454,0.30955689499778316,4.522527481936222e-05,Satellite,visual,25.0,25.0,0
107,TELEOS 1,2015-077D,2015-01-01,165.1752833485094,0.07887863337345409,4.6270017177772004e-05,Satellite,monitoring,25.0,25.0,0
108,COSMOS 2251 DEB,1993-036FR,1993-01-01,335.66807540149483,-0.648326864643081,4.71032791744396e-05,Satellite,debris,25.0,25.0,0
108,CZ-4B R/B,1999-025C,1999-01-01,343.18374367090144,-0.5315467876089216,4.803139357253481e-05,Satellite,visual,25.0,25.0,0
108,FENGYUN 1C DEB,1999-025FS,1999-01-01,136.57737471775758,1.2182557485121535,4.878769527857212e-05,Satellite,debris,25.0,25.0,0
108,IRIDIUM 33 DEB,1997-051HS,1997-01-01,166.91405201739317,0.41859706941464303,4.780558330016417e-05,Satellite,debris,25.0,25.0,0
108,JASON-3,2016-002A,2016-01-01,105.66609946878641,1.1350599328680098,5.158107603064076e-05,Satellite,monitoring,25.0,25.0,0
108,PEGASUS,2017-036V,2017-01-01,176.2780662023932,0.16977521316863145,4.6053079270895025e-05,Satellite,cubesat,25.0,25.0,0
108,XTAR-EUR,2005-005A,2005-01-01,104.4255038175562,0.000662415033358347,0.0002818628271962893,Satellite,communication,25.0,25.0,0
109,COSMOS 2251 DEB,1993-036FS,1993-01-01,298.5365395613994,-1.144307138027477,4.7600861784796856e-05,Satellite,debris,25.0,25.0,0
109,DIAMOND GREEN,2017-036W,2017-01-01,128.2788654360012,1.3706762523808247,4.602829345497055e-05,Satellite,cubesat,25.0,25.0,0
109,FENGYUN 1C DEB,1999-025FT,1999-01-01,311.7317210464014,-1.3504594675665835,4.843117707637973e-05,Satellite,debris,25.0,25.0,0
109,IRIDIUM 33 DEB,1997-051HT,1997-01-01,141.27858411228564,0.9939977172674173,4.711794354268678e-05,Satellite,debris,25.0,25.0,0
109,OKEAN-O,1999-039A,1999-01-01,206.580842196197,-0.7453485960622896,4.6923034813918964e-05,Satellite,visual,25.0,25.0,0
109,SENTINEL-3A,2016-011A,2016-01-01,337.6414599377092,-0.7137952264185732,4.7995085799357714e-05,Satellite,monitoring,25.0,25.0,0
110,COSMOS 2251 DEB,1993-036FT,1993-01-01,89.95520190349495,1.284878349122516,4.746845971552989e-05,Satellite,debris,25.0,25.0,0
110,DIAMOND BLUE,2017-036X,2017-01-01,96.63387759805057,1.6946986528896384,4.599511890050466e-05,Satellite,cubesat,25.0,25.0,0
110,FENGYUN 1C DEB,1999-025FU,1999-01-01,181.38804039835168,0.012856663862735459,4.9171996496875685e-05,Satellite,debris,25.0,25.0,0
110,INMARSAT 4-F1,2005-009A,2005-01-01,293.62197712680666,-0.04659221271366204,0.0002818300730752137,Satellite,communication,25.0,25.0,0
110,IRIDIUM 33 DEB,1997-051HW,1997-01-01,305.14549379083843,-1.2749693307104242,4.7737824403377264e-05,Satellite,debris,25.0,25.0,0
110,SENTINEL-1B,2016-025A,2016-01-01,138.84399315249289,1.1521571935041057,4.729125847439001e-05,Satellite,monitoring,25.0,25.0,0
110,SL-16 R/B,1999-039B,1999-01-01,241.8466734232748,-1.5024801322387547,4.690985157243434e-05,Satellite,visual,25.0,25.0,0
111,APSTAR 6,2005-012A,2005-01-01,211.82056861978674,-0.00032967868081501767,0.00028191797914777004,Satellite,communication,25.0,25.0,0
111,COSMOS 2251 DEB,1993-036FV,1993-01-01,313.1531991059001,-0.9783955911195867,4.770658247928508e-05,Satellite,debris,25.0,25.0,0
111,FENGYUN 1C DEB,1999-025FV,1999-01-01,203.3468058996426,-0.6153441399984112,4.8436920608031575e-05,Satellite,debris,25.0,25.0,0
111,IRIDIUM 33 DEB,1997-051HZ,1997-01-01,58.8255758476239,1.2481842448987843,4.711885740092641e-05,Satellite,debris,25.0,25.0,0
111,NUDTSAT,2017-036Y,2017-01-01,244.6283719065129,-1.5100386613597572,4.6010905466873567e-05,Satellite,cubesat,25.0,25.0,0
111,TERRA,1999-068A,1999-01-01,254.99569192413512,-1.6368050896642357,4.733301454417928e-05,Satellite,visual,25.0,25.0,0
111,ZIYUAN 3-2 (ZY 3-2),2016-033A,2016-01-01,280.75572968718984,-1.6822213254875458,4.5988341864753067e-05,Satellite,monitoring,25.0,25.0,0
112,COSMOS 2251 DEB,1993-036FY,1993-01-01,14.847271107843264,0.23131157304496167,4.701129714531149e-05,Satellite,debris,25.0,25.0,0
112,ENVISAT,2002-009A,2002-01-01,324.96699982031475,-1.0233008155283978,4.774675052573686e-05,Satellite,visual,25.0,25.0,0
112,FENGYUN 1C DEB,1999-025FW,1999-01-01,187.52395460686435,-0.11081589653980545,4.848606876896652e-05,Satellite,debris,25.0,25.0,0
112,IRIDIUM 33 DEB,1997-051JC,1997-01-01,267.97521494505384,-1.502877988728524,4.694785557999532e-05,Satellite,debris,25.0,25.0,0
112,NUSAT-1 (FRESCO),2016-033B,2016-01-01,329.979341025647,-0.9120846781221923,4.580564678938445e-05,Satellite,monitoring,25.0,25.0,0
112,SUCHAI,2017-036Z,2017-01-01,207.74011127740891,-0.7383721350352541,4.604225436156508e-05,Satellite,cubesat,25.0,25.0,0
113,COSMOS 2251 DEB,1993-036FZ,1993-01-01,167.70455441053412,0.33731471284068176,5.1816933618754104e-05,Satellite,debris,25.0,25.0,0
113,FENGYUN 1C DEB,1999-025FX,1999-01-01,252.2153341298556,-1.6267723013559134,4.824769406394427e-05,Satellite,debris,25.0,25.0,0
113,IDEFIX & ARIANE 42P R/B,2002-021B,2002-01-01,348.8730020345419,-0.35367355869845263,4.789103878803182e-05,Satellite,visual,25.0,25.0,0
113,IRIDIUM 33 DEB,1997-051JF,1997-01-01,286.9009438512498,-1.4599906428186948,4.7874773310332784e-05,Satellite,debris,25.0,25.0,0
113,NUSAT-2 (BATATA),2016-033C,2016-01-01,32.769301357679176,0.8599060036180699,4.5806182119711417e-05,Satellite,monitoring,25.0,25.0,0
113,SKCUBE,2017-036AA,2017-01-01,123.29840665009803,1.4529268350737448,4.601524641082695e-05,Satellite,cubesat,25.0,25.0,0
114,AQUA,2002-022A,2002-01-01,211.4415083918073,-0.7310182561243076,4.734218049048764e-05,Satellite,visual,25.0,25.0,0
114,CARTOSAT-2C,2016-040A,2016-01-01,108.9664418230868,1.6267016826737657,4.6043311460936035e-05,Satellite,monitoring,25.0,25.0,0
114,COSMOS 2251 DEB,1993-036GB,1993-01-01,130.79418081609612,1.0584191095942264,4.764863894800603e-05,Satellite,debris,25.0,25.0,0
114,FENGYUN 1C DEB,1999-025FY,1999-01-01,94.63458349213664,1.692877287138169,4.788407942328977e-05,Satellite,debris,25.0,25.0,0
114,IRIDIUM 33 DEB,1997-051JH,1997-01-01,246.38984655496395,-1.3558087430615906,4.7515045099821794e-05,Satellite,debris,25.0,25.0,0
114,VZLUSAT-1,2017-036AB,2017-01-01,326.4653308355404,-0.9882945649671083,4.5931922455717475e-05,Satellite,cubesat,25.0,25.0,0
115,COSMOS 2251 DEB,1993-036GC,1993-01-01,190.5506636695774,-0.12017521494235252,4.735559188703065e-05,Satellite,debris,25.0,25.0,0
115,CZ-4B R/B,2002-024C,2002-01-01,43.35980587802902,1.173944154051091,4.810249103196296e-05,Satellite,visual,25.0,25.0,0
115,EXPRESS-AM3,2005-023A,2005-01-01,303.53858119721735,-0.0007844267227204963,0.00028184100873314714,Satellite,communication,25.0,25.0,0
115,FENGYUN 1C DEB,1999-025GA,1999-01-01,201.77083853961796,-0.49379481171000505,5.0151634910432065e-05,Satellite,debris,25.0,25.0,0
115,IRIDIUM 33 DEB,1997-051JK,1997-01-01,304.085865248465,-1.2817672310820398,4.5992411290520775e-05,Satellite,debris,25.0,25.0,0
115,ROBUSTA-1B,2017-036AD,2017-01-01,328.3305880097237,-0.9427252442543526,4.5933794363565685e-05,Satellite,cubesat,25.0,25.0,0
115,SKYSAT-C1,2016-040C,2016-01-01,253.3034848621506,-1.6113368245554667,4.596599018381659e-05,Satellite,monitoring,25.0,25.0,0
116,CICERO 6,2017-036AE,2017-01-01,320.21844930856196,-1.1332195119600337,4.594303435108433e-05,Satellite,cubesat,25.0,25.0,0
116,COSMOS 2251 DEB,1993-036GD,1993-01-01,119.1317463121005,1.1394829656052052,4.776164784974304e-05,Satellite,debris,25.0,25.0,0
116,FENGYUN 1C DEB,1999-025GB,1999-01-01,40.06251083633568,0.976753884596185,4.8421618016335105e-05,Satellite,debris,25.0,25.0,0
116,IRIDIUM 33 DEB,1997-051JU,1997-01-01,144.63945476131488,0.9354397310308787,4.758318056650052e-05,Satellite,debris,25.0,25.0,0
116,LAPAN-A3,2016-040E,2016-01-01,22.51472146984321,0.5949478298999705,4.597392110506556e-05,Satellite,monitoring,25.0,25.0,0
116,MIDORI II (ADEOS-II),2002-056A,2002-01-01,22.209471011813093,0.6409802416853515,4.7982917706725854e-05,Satellite,visual,25.0,25.0,0
116,THAICOM 4,2005-028A,2005-01-01,18.996313710640095,0.00011220817814215185,0.00028179452701336354,Satellite,communication,25.0,25.0,0
117,BIROS,2016-040F,2016-01-01,85.53122434142853,1.6894513107911329,4.598187308851828e-05,Satellite,monitoring,25.0,25.0,0
117,COSMOS 2251 DEB,1993-036GE,1993-01-01,0.6070004392872076,-0.07747193823192147,4.7703393998218613e-05,Satellite,debris,25.0,25.0,0
117,D-SAT,2017-036AF,2017-01-01,58.81359530073091,1.4265726749722532,4.624613752475839e-05,Satellite,cubesat,25.0,25.0,0
117,FENGYUN 1C DEB,1999-025GE,1999-01-01,194.99747762672342,-0.3915178390574796,4.8199338271889595e-05,Satellite,debris,25.0,25.0,0
117,H-2A R/B,2002-056E,2002-01-01,159.12631148276643,0.668303814618235,4.8187228726521546e-05,Satellite,visual,25.0,25.0,0
117,IRIDIUM 33 DEB,1997-051JZ,1997-01-01,241.82120322678574,-1.2562740537793535,4.9691117306315434e-05,Satellite,debris,25.0,25.0,0
118,3CAT-2,2016-051B,2016-01-01,86.25738259400121,1.676095828993849,4.5886994513433324e-05,Satellite,monitoring,25.0,25.0,0
118,ANIK F1R,2005-036A,2005-01-01,332.4611698627199,-0.00012594814180189162,0.00028179503050433186,Satellite,communication,25.0,25.0,0
118,COSMOS 2251 DEB,1993-036GF,1993-01-01,298.4117746082652,-1.162467929348962,4.7248390398138756e-05,Satellite,debris,25.0,25.0,0
118,CZ-4B R/B,2003-049C,2003-01-01,282.14749455866354,-1.7077630424630241,4.7416716173536166e-05,Satellite,visual,25.0,25.0,0
118,FENGYUN 1C DEB,1999-025GF,1999-01-01,132.9357148688034,1.3125902995874048,4.869665563175559e-05,Satellite,debris,25.0,25.0,0
118,IRIDIUM 33 DEB,1997-051KC,1997-01-01,122.37418909153784,1.3264461662912572,4.900321548414768e-05,Satellite,debris,25.0,25.0,0
118,TOKI,1998-067MU,1998-01-01,252.13565428092517,-0.8366961158431753,4.5174353271006007e-05,Satellite,cubesat,25.0,25.0,0
119,COSMOS 2251 DEB,1993-036GJ,1993-01-01,279.00827606890766,-1.2876329213157973,4.741067130499024e-05,Satellite,debris,25.0,25.0,0
119,CZ-2C R/B,2004-012C,2004-01-01,179.8874486517619,0.008942006464166338,4.6455117875621375e-05,Satellite,visual,25.0,25.0,0
119,FENGYUN 1C DEB,1999-025GG,1999-01-01,140.81503184318092,1.2054599390928737,4.795523977266278e-05,Satellite,debris,25.0,25.0,0
119,IRIDIUM 33 DEB,1997-051KD,1997-01-01,113.72832016211416,1.40460300536127,4.763493505869718e-05,Satellite,debris,25.0,25.0,0
119,MAZAALAI (NUMSAT-1),1998-067MW,1998-01-01,158.56258568170756,0.38553632834393725,4.518368142320906e-05,Satellite,cubesat,25.0,25.0,0
119,SKYSAT-C4,2016-058B,2016-01-01,222.0633282625638,-1.0890839054427175,4.5962983305010276e-05,Satellite,monitoring,25.0,25.0,0
120,BRAC ONNESHA,1998-067MX,1998-01-01,251.7101696694813,-0.8342545218978656,4.518237958430062e-05,Satellite,cubesat,25.0,25.0,0
120,COSMOS 2251 DEB,1993-036GK,1993-01-01,286.63144417102785,-1.2706920418101746,4.7334601879989836e-05,Satellite,debris,25.0,25.0,0
120,FENGYUN 1C DEB,1999-025GH,1999-01-01,131.09335402725296,1.3246180810786323,4.8973317788443144e-05,Satellite,debris,25.0,25.0,0
120,IRIDIUM 33 DEB,1997-051KM,1997-01-01,116.68596114599822,1.38130990512751,4.7681853083858715e-05,Satellite,debris,25.0,25.0,0
120,SKYSAT-C5,2016-058C,2016-01-01,350.1855708714645,-0.3540875600572588,4.595469279333607e-05,Satellite,monitoring,25.0,25.0,0
120,SL-16 R/B,2004-021B,2004-01-01,276.9349739239632,-1.2383079829931365,4.8284410355235015e-05,Satellite,visual,25.0,25.0,0
120,SYRACUSE 3A,2005-041B,2005-01-01,271.5595577721841,-0.00015009030726428636,0.00028185416473317014,Satellite,communication,25.0,25.0,0
121,COSMOS 2251 DEB,1993-036GL,1993-01-01,131.0418436357463,1.0018929698575538,4.788526516343635e-05,Satellite,debris,25.0,25.0,0
121,CZ-2C R/B,2004-046B,2004-01-01,8.506260479696499,0.18195518153811835,4.734537267076249e-05,Satellite,visual,25.0,25.0,0
121,FENGYUN 1C DEB,1999-025GJ,1999-01-01,183.6944934011365,-0.029105773835948017,4.974151105908363e-05,Satellite,debris,25.0,25.0,0
121,INMARSAT 4-F2,2005-044A,2005-01-01,104.37271015057608,0.04464127357023485,0.00028186521247067404,Satellite,communication,25.0,25.0,0
121,IRIDIUM 33 DEB,1997-051KQ,1997-01-01,91.85852301338613,1.5068798054525103,4.74107771283449e-05,Satellite,debris,25.0,25.0,0
121,NIGERIAEDUSAT-1,1998-067MY,1998-01-01,155.78790613766375,0.42525902178040814,4.519584534935708e-05,Satellite,cubesat,25.0,25.0,0
121,SKYSAT-C2,2016-058D,2016-01-01,350.69920943902554,-0.33931836270988663,4.595764446938885e-05,Satellite,monitoring,25.0,25.0,0
122,ARIANE 5 R/B,2004-049H,2004-01-01,86.42568137688018,1.701968286920545,4.677727475923069e-05,Satellite,visual,25.0,25.0,0
122,COSMOS 2251 DEB,1993-036GN,1993-01-01,155.7205146867349,0.6531741490337266,5.046872126937847e-05,Satellite,debris,25.0,25.0,0
122,FENGYUN 1C DEB,1999-025GK,1999-01-01,229.40338786451179,-1.1995086556994121,4.893170701049814e-05,Satellite,debris,25.0,25.0,0
122,IRIDIUM 33 DEB,1997-051KT,1997-01-01,144.4940809935628,0.9402903202457401,4.883787100882861e-05,Satellite,debris,25.0,25.0,0
122,SILU-1 (SILKROAD 1),2017-021F,2017-01-01,131.997729860301,0.5987484525648497,4.512276024499339e-05,Satellite,cubesat,25.0,25.0,0
122,SKYSAT-C3,2016-058E,2016-01-01,262.0565660269082,-1.6727356776255211,4.595980180439347e-05,Satellite,monitoring,25.0,25.0,0
122,TELKOM 2,2005-046A,2005-01-01,35.02236937375414,0.0002891008859305069,0.00028181410671036393,Satellite,communication,25.0,25.0,0
123,ALSAT 1B,2016-059C,2016-01-01,193.05950177929705,-0.32743046036858175,4.7350813722796324e-05,Satellite,monitoring,25.0,25.0,0
123,COSMOS 2251 DEB,1993-036GP,1993-01-01,37.319406249859455,0.7341577309833766,4.7692385648220135e-05,Satellite,debris,25.0,25.0,0
123,CZ-2D R/B,2005-024B,2005-01-01,67.1115896571964,1.5487290488408132,4.616559977451116e-05,Satellite,visual,25.0,25.0,0
123,FENGYUN 1C DEB,1999-025GL,1999-01-01,133.0014080307206,1.3774534939057386,4.837359250728415e-05,Satellite,debris,25.0,25.0,0
123,IRIDIUM 33 DEB,1997-051KZ,1997-01-01,2.3674381062800127,0.010910337869165336,4.70927957932882e-05,Satellite,debris,25.0,25.0,0
123,MIRATA,2017-073C,2017-01-01,281.2851155152806,-1.6981607581299578,4.685227945430739e-05,Satellite,cubesat,25.0,25.0,0
124,COSMOS 2251 DEB,1993-036GQ,1993-01-01,38.60096306651909,0.7847799198372859,4.765746933675019e-05,Satellite,debris,25.0,25.0,0
124,FENGYUN 1C DEB,1999-025GM,1999-01-01,192.10523965602118,-0.30098625864620987,4.8976333892025885e-05,Satellite,debris,25.0,25.0,0
124,INSAT-4A,2005-049A,2005-01-01,210.12920557786612,-0.0003381770905569037,0.00028200877211901444,Satellite,communication,25.0,25.0,0
124,IRIDIUM 33 DEB,1997-051LC,1997-01-01,163.53485990978982,0.5181106018900826,4.749428842353901e-05,Satellite,debris,25.0,25.0,0
124,PATHFINDER 1,2016-059E,2016-01-01,70.80592783575005,1.596467081942156,4.713378177399797e-05,Satellite,monitoring,25.0,25.0,0
124,SUZAKU (ASTRO-EII),2005-025A,2005-01-01,9.890189794174086,0.07448968634968876,4.606837677639247e-05,Satellite,visual,25.0,25.0,0
125,ALOS (DAICHI),2006-002A,2006-01-01,161.4742505614307,0.5782147142035444,4.7218718714465215e-05,Satellite,visual,25.0,25.0,0
125,COSMOS 2251 DEB,1993-036GR,1993-01-01,274.02128951923817,-1.2917862111826193,4.765012778975516e-05,Satellite,debris,25.0,25.0,0
125,FENGYUN 1C DEB,1999-025GN,1999-01-01,243.2591241962134,-1.5201914462534303,4.929160169000802e-05,Satellite,debris,25.0,25.0,0
125,IRIDIUM 33 DEB,1997-051LD,1997-01-01,206.7197299857333,-0.6364537678737513,4.681832326331742e-05,Satellite,debris,25.0,25.0,0
125,METEOSAT-9 (MSG-2),2005-049B,2005-01-01,179.6550998731424,0.001308863843173488,0.00028214651814816505,Satellite,communication,25.0,25.0,0
125,WORLDVIEW-4 (WV-4),2016-067A,2016-01-01,177.3721062378124,0.14651961869924413,4.673988611894048e-05,Satellite,monitoring,25.0,25.0,0
126,COSMOS 2251 DEB,1993-036GS,1993-01-01,317.0120087586308,-0.9730332687756418,4.730494754332454e-05,Satellite,debris,25.0,25.0,0
126,EUTELSAT 172A (GE-23),2005-052A,2005-01-01,58.31088492106652,0.0009350352884431178,0.00028173479974393596,Satellite,communication,25.0,25.0,0
126,FENGYUN 1C DEB,1999-025GP,1999-01-01,228.99144253835559,-1.2826111363302173,4.973670257422182e-05,Satellite,debris,25.0,25.0,0
126,GOKTURK 1A,2016-073A,2016-01-01,39.267286482951874,0.9544386915100191,4.720363007744495e-05,Satellite,monitoring,25.0,25.0,0
126,H-2A R/B,2006-002B,2006-01-01,301.6676263139897,-1.5468690288887261,4.64412290482947e-05,Satellite,visual,25.0,25.0,0
126,IRIDIUM 33 DEB,1997-051LH,1997-01-01,273.90295665499195,-1.506769601338885,4.6839681601832955e-05,Satellite,debris,25.0,25.0,0
127,AKARI (ASTRO-F),2006-005A,2006-01-01,175.50538257503683,0.2828667077796033,4.627942259207209e-05,Satellite,visual,25.0,25.0,0
127,COSMOS 2251 DEB,1993-036GT,1993-01-01,163.1252926842641,0.42424361902795665,4.79943834638327e-05,Satellite,debris,25.0,25.0,0
127,ECHOSTAR 10,2006-003A,2006-01-01,9.287368771172222,8.246290074408994e-05,0.00028182267157621195,Satellite,communication,25.0,25.0,0
127,FENGYUN 1C DEB,1999-025GQ,1999-01-01,108.97464055221177,1.6495821449108157,4.930549634159584e-05,Satellite,debris,25.0,25.0,0
127,IRIDIUM 33 DEB,1997-051LJ,1997-01-01,138.78303528240374,1.04927147569907,4.789152435998703e-05,Satellite,debris,25.0,25.0,0
127,RESOURCESAT-2A,2016-074A,2016-01-01,28.699480034740727,0.7666954967881249,4.811139135326702e-05,Satellite,monitoring,25.0,25.0,0
128,AEROCUBE 7B,2017-071F,2017-01-01,284.2700814865138,-0.8874961196895141,4.5653352538293186e-05,Satellite,cubesat,25.0,25.0,0
128,CARTOSAT-2D,2017-008A,2017-01-01,5.688790342888552,0.10865716160078868,4.5993917692305046e-05,Satellite,monitoring,25.0,25.0,0
128,COSMOS 2251 DEB,1993-036GU,1993-01-01,97.1246038572297,1.2877329507174808,4.7900557184631135e-05,Satellite,debris,25.0,25.0,0
128,FENGYUN 1C DEB,1999-025GR,1999-01-01,201.2057066137011,-0.48598071097548684,5.07210432478197e-05,Satellite,debris,25.0,25.0,0
128,HIMAWARI-7 (MTSAT-2),2006-004A,2006-01-01,63.89921158633435,0.000789987568840124,0.0002818001993250223,Satellite,communication,25.0,25.0,0
128,IRIDIUM 33 DEB,1997-051LS,1997-01-01,191.38939380553182,-0.21694535460377165,4.752736061434891e-05,Satellite,debris,25.0,25.0,0
128,RESURS-DK 1,2006-021A,2006-01-01,246.76591461277937,-1.0933432998719093,4.639495112805985e-05,Satellite,visual,25.0,25.0,0
129,AEROCUBE 7C,2017-071G,2017-01-01,321.5940231877398,-0.6103401841710713,4.563937950224203e-05,Satellite,cubesat,25.0,25.0,0
129,COSMOS 2251 DEB,1993-036GV,1993-01-01,139.82733846651286,0.9341469197602271,4.752319864549254e-05,Satellite,debris,25.0,25.0,0
129,FENGYUN 1C DEB,1999-025GS,1999-01-01,98.88795937423514,1.734789832737616,4.945328817771073e-05,Satellite,debris,25.0,25.0,0
129,GENESIS 1,2006-029A,2006-01-01,194.25952236969707,-0.21374904538906486,4.6247580332432174e-05,Satellite,visual,25.0,25.0,0
129,IRIDIUM 33 DEB,1997-051LT,1997-01-01,121.08153288327978,1.3320190563259156,4.736329394264161e-05,Satellite,debris,25.0,25.0,0
129,SENTINEL-2B,2017-013A,2017-01-01,350.4460827047891,-0.3523717297440383,4.7902791767119536e-05,Satellite,monitoring,25.0,25.0,0
129,SPAINSAT,2006-007A,2006-01-01,41.86606644418627,0.0006419246264316743,0.00028173825782295924,Satellite,communication,25.0,25.0,0
130,CHEFSAT,2017-071H,2017-01-01,14.379697987309772,0.15938835138461893,4.562483257661547e-05,Satellite,cubesat,25.0,25.0,0
130,COSMOS 2251 DEB,1993-036GW,1993-01-01,299.74747062858324,-1.1500880061282772,4.780949103997032e-05,Satellite,debris,25.0,25.0,0
